CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
10,1117,28,40159,4,1,"	03","	026","	00546",3,1,17,16,2,2000,4,1,,,,"	01",2720,
10,1117,28,40159,4,1,"	02","	026","	00546",2,2,47,28,2,1970,7,5,3,1,,"	01",2720,5440
10,1117,28,40159,4,1,"	01","	026","	00546",1,1,47,8,1,1970,3,3,,,,"	01",2720,
10,1117,28,40159,2,1,"	05","	026","	00546",3,2,7,25,4,2010,2,1,,,,"	01",2720,
10,1117,28,40159,2,1,"	04","	026","	00546",3,2,11,5,5,2006,2,5,,,,"	01",2720,
10,1117,28,40159,2,1,"	03","	026","	00546",3,2,16,25,5,2001,3,3,,,,"	01",2720,
10,1117,28,40159,2,1,"	01","	026","	00546",1,1,47,30,6,1970,7,5,3,,,"	01",2720,
10,1117,28,40159,2,1,"	02","	026","	00546",2,2,45,24,5,1972,7,5,3,1,,"	01",2720,5440
10,1117,28,40159,1,1,"	03","	026","	00546",3,2,10,28,11,2007,2,5,,,,"	01",2720,
10,1117,28,40159,1,1,"	02","	026","	00546",2,2,40,4,11,1977,4,3,,1,,"	01",2720,5440
10,1117,28,40159,1,1,"	01","	026","	00546",1,1,45,31,5,1972,4,3,,,,"	01",2720,
10,1117,28,40159,5,1,"	02","	026","	00546",2,2,63,13,10,1954,6,2,1,1,,"	01",2720,5440
10,1117,28,40159,5,1,"	01","	026","	00546",1,1,72,11,1,1945,6,3,1,,,"	01",2720,
10,1117,28,40159,3,1,"	08","	026","	00546",4,2,6,3,10,2011,2,1,,,,"	01",2720,
10,1117,28,40159,3,1,"	07","	026","	00546",4,1,21,11,3,1996,4,3,,,,"	01",2720,
10,1117,28,40159,3,1,"	06","	026","	00546",4,1,25,7,2,1992,7,2,3,,,"	01",2720,
10,1117,28,40164,2,1,"	01","	026","	00547",1,1,51,24,7,1966,3,3,,,,"	01",2299,
10,1117,28,40164,2,1,"	02","	026","	00547",2,2,46,20,10,1971,7,5,3,1,,"	01",2299,4598
10,1117,28,40164,2,1,"	03","	026","	00547",3,1,17,11,11,1999,4,2,,,,"	01",2299,
10,1117,28,40164,3,1,"	03","	026","	00547",3,1,16,30,3,2001,4,1,,,,"	01",2299,
10,1117,28,40164,3,1,"	01","	026","	00547",1,1,47,9,4,1970,7,5,3,1,,"	01",2299,4598
10,1117,28,40164,4,1,"	02","	026","	00547",3,2,9,9,6,2008,2,3,,,,"	01",2299,
10,1117,28,40164,2,1,"	04","	026","	00547",3,1,14,4,11,2003,3,2,,,,"	01",2299,
10,1117,28,40164,5,1,"	01","	026","	00547",1,2,88,3,7,1929,2,2,,1,,"	01",2299,2299
10,1117,28,40164,1,1,"	01","	026","	00547",1,1,82,25,1,1935,4,3,,,,"	01",2299,
10,1117,28,40164,1,1,"	02","	026","	00547",2,2,80,28,5,1937,2,6,,,,"	01",2299,
10,1117,28,40164,1,1,"	03","	026","	00547",3,1,46,30,9,1971,9,2,4,1,,"	01",2299,6897
10,1117,28,40164,4,1,"	01","	026","	00547",1,2,36,7,1,1981,7,4,3,1,,"	01",2299,2299
10,1117,28,40164,3,1,"	02","	026","	00547",3,1,19,14,7,1998,4,3,,,,"	01",2299,
10,1117,28,40164,4,1,"	03","	026","	00547",3,1,6,28,10,2011,1,3,,,,"	01",2299,
10,1117,28,40220,3,1,"	01","	026","	00548",1,1,68,14,5,1949,3,3,,,,"	01",2395,
10,1117,28,40220,5,1,"	02","	026","	00548",4,2,21,6,1,1996,7,3,3,,,"	01",2395,
10,1117,28,40220,3,1,"	03","	026","	00548",4,2,38,15,7,1979,3,3,,1,,"	01",2395,7185
10,1117,28,40220,3,1,"	04","	026","	00548",4,2,8,15,5,2009,2,2,,,,"	01",2395,
10,1117,28,40220,3,1,"	05","	026","	00548",4,2,3,15,5,2014,,,,,,"	01",2395,
10,1117,28,40220,1,1,"	01","	026","	00548",1,1,22,15,11,1994,7,4,3,1,,"	01",2395,2395
10,1117,28,40220,4,1,"	01","	026","	00548",1,1,59,14,2,1958,4,3,,,,"	01",2395,
10,1117,28,40220,4,1,"	02","	026","	00548",2,2,51,25,5,1966,3,3,,1,,"	01",2395,11975
10,1117,28,40220,4,1,"	03","	026","	00548",3,2,35,26,12,1981,7,4,3,,,"	01",2395,
10,1117,28,40220,4,1,"	04","	026","	00548",3,2,34,27,3,1983,7,5,3,,,"	01",2395,
10,1117,28,40220,4,1,"	05","	026","	00548",3,2,31,9,11,1986,4,3,,,,"	01",2395,
10,1117,28,40220,4,1,"	06","	026","	00548",4,2,7,21,9,2010,2,1,,,,"	01",2395,
10,1117,28,40220,4,1,"	07","	026","	00548",4,2,2,24,7,2015,,,,,,"	01",2395,
10,1117,28,40220,5,1,"	01","	026","	00548",1,1,24,4,6,1993,7,2,3,1,,"	01",2395,4790
10,1117,28,40220,3,1,"	02","	026","	00548",3,1,38,21,5,1979,4,3,,,,"	01",2395,
10,1117,28,40228,2,1,"	01","	026","	00549",1,1,45,8,10,1972,7,5,3,,,"	01",2511,
10,1117,28,40228,2,1,"	02","	026","	00549",2,2,41,19,7,1976,7,1,3,1,,"	01",2511,10044
10,1117,28,40228,2,1,"	03","	026","	00549",3,1,24,2,1,1993,7,5,3,,,"	01",2511,
10,1117,28,40228,2,1,"	04","	026","	00549",3,2,22,22,5,1995,7,5,3,,,"	01",2511,
10,1117,28,40228,5,1,"	02","	026","	00549",3,1,42,22,3,1975,7,5,3,1,,"	01",2511,7533
10,1117,28,40228,5,1,"	03","	026","	00549",3,2,37,25,3,1980,4,3,,,,"	01",2511,
10,1117,28,40228,5,1,"	01","	026","	00549",1,2,63,8,2,1954,3,3,,,,"	01",2511,
10,1117,28,40228,3,1,"	01","	026","	00549",1,1,46,21,8,1971,3,2,,,,"	01",2511,
10,1117,28,40228,3,1,"	02","	026","	00549",2,2,40,24,7,1977,2,6,,1,,"	01",2511,12555
10,1117,28,40228,3,1,"	03","	026","	00549",4,2,83,28,2,1934,,,,,,"	01",2511,
10,1117,28,40228,3,1,"	04","	026","	00549",3,2,22,7,5,1995,7,4,3,,,"	01",2511,
10,1117,28,40228,3,1,"	05","	026","	00549",3,2,20,15,10,1997,4,3,,,,"	01",2511,
10,1117,28,40228,3,1,"	06","	026","	00549",3,2,13,18,5,2004,3,1,,,,"	01",2511,
10,1117,28,40228,3,1,"	07","	026","	00549",4,1,4,29,9,2013,,,,,,"	01",2511,
10,1117,28,40248,1,1,"	01","	025","	00550",1,1,54,5,8,1963,3,3,,1,,"	01",1542,1542
10,1117,28,40248,5,1,"	04","	025","	00550",3,2,8,10,12,2008,2,2,,,,"	01",1542,
10,1117,28,40248,2,1,"	02","	025","	00550",3,2,13,7,2,2004,3,1,,,,"	01",1542,
10,1117,28,40248,4,1,"	01","	025","	00550",1,1,27,29,3,1990,4,3,,1,,"	01",1542,3084
10,1117,28,40248,4,1,"	02","	025","	00550",2,2,30,16,5,1987,3,3,,,,"	01",1542,
10,1117,28,40248,4,1,"	03","	025","	00550",3,2,5,9,10,2012,1,2,,,,"	01",1542,
10,1117,28,40248,4,1,"	04","	025","	00550",3,1,3,13,8,2014,,,,,,"	01",1542,
10,1117,28,40248,4,1,"	05","	025","	00550",3,2,,4,1,2017,,,,,,"	01",1542,
10,1117,28,40248,2,1,"	01","	025","	00550",1,2,32,7,4,1985,3,3,,1,,"	01",1542,1542
10,1117,28,40248,5,1,"	03","	025","	00550",3,2,2,10,12,2014,,,,,,"	01",1542,
10,1117,28,40248,5,1,"	02","	025","	00550",2,2,27,15,7,1990,3,3,,,,"	01",1542,
10,1117,28,40248,5,1,"	01","	025","	00550",1,1,34,24,2,1983,4,3,,1,,"	01",1542,3084
10,1117,28,40248,3,1,"	05","	025","	00550",3,1,14,20,2,2003,3,2,,,,"	01",1542,
10,1117,28,40248,3,1,"	04","	025","	00550",3,1,18,13,3,1999,4,3,,,,"	01",1542,
10,1117,28,40248,3,1,"	03","	025","	00550",3,2,22,14,9,1995,7,2,3,1,,"	01",1542,6168
10,1117,28,40248,3,1,"	02","	025","	00550",2,2,39,30,6,1978,3,3,,,,"	01",1542,
10,1117,28,40248,3,1,"	01","	025","	00550",1,1,43,23,11,1973,4,3,,,,"	01",1542,
10,1117,28,40269,4,1,"	03","	027","	00551",3,1,17,1,12,1999,4,2,,,,"	01",3247,
10,1117,28,40269,4,1,"	04","	027","	00551",3,1,9,18,11,2007,2,4,,,,"	01",3247,
10,1117,28,40269,4,1,"	01","	027","	00551",1,2,41,21,10,1976,6,3,2,1,,"	01",3247,6494
10,1117,28,40269,4,1,"	02","	027","	00551",2,1,48,12,8,1969,3,3,,,,"	01",3247,
10,1117,28,40269,5,1,"	03","	027","	00551",3,2,58,27,10,1959,5,4,2,,,"	01",3247,
10,1117,28,40269,5,1,"	02","	027","	00551",4,1,62,8,2,1955,4,3,,1,,"	01",3247,9741
10,1117,28,40269,5,1,"	01","	027","	00551",1,2,95,2,8,1922,2,2,,,,"	01",3247,
10,1117,28,40269,1,1,"	04","	027","	00551",4,2,5,1,12,2011,1,3,,,,"	01",3247,
10,1117,28,40269,1,1,"	03","	027","	00551",3,1,25,6,5,1992,4,2,,,,"	01",3247,
10,1117,28,40269,1,1,"	02","	027","	00551",2,1,65,25,5,1952,2,4,,,,"	01",3247,
10,1117,28,40269,1,1,"	01","	027","	00551",1,2,62,11,11,1954,6,3,2,1,,"	01",3247,9741
10,1117,28,40269,3,1,"	03","	027","	00551",3,1,17,12,3,2000,4,2,,,,"	01",3247,
10,1117,28,40269,3,1,"	02","	027","	00551",2,2,55,17,10,1962,7,5,3,,,"	01",3247,
10,1117,28,40269,3,1,"	01","	027","	00551",1,1,59,6,12,1957,7,5,3,1,,"	01",3247,6494
10,1117,28,40269,2,1,"	04","	027","	00551",3,2,6,4,5,2011,2,1,,,,"	01",3247,
10,1117,28,40269,2,1,"	03","	027","	00551",3,1,11,8,7,2006,2,5,,,,"	01",3247,
10,1117,28,40269,2,1,"	02","	027","	00551",2,2,39,6,4,1978,4,3,,,,"	01",3247,
10,1117,28,40269,2,1,"	01","	027","	00551",1,1,43,27,2,1974,7,4,3,1,,"	01",3247,6494
10,1117,28,40269,4,1,"	05","	027","	00551",3,2,3,21,5,2014,,,,,,"	01",3247,
10,1117,28,40276,4,1,"	02","	025","	00552",4,1,86,24,1,1931,,,,,1,"	01",2451,
10,1117,28,40276,4,1,"	01","	025","	00552",1,2,78,11,2,1939,,,,1,,"	01",2451,4902
10,1117,28,40276,2,1,"	01","	025","	00552",1,2,33,17,6,1984,3,3,,,,"	01",2451,
10,1117,28,40276,2,1,"	02","	025","	00552",2,1,29,28,8,1988,2,5,,1,,"	01",2451,4902
10,1117,28,40276,2,1,"	03","	025","	00552",3,1,13,27,9,2004,2,6,,,,"	01",2451,
10,1117,28,40276,3,1,"	04","	025","	00552",3,2,3,11,5,2014,,,,,,"	01",2451,
10,1117,28,40276,3,1,"	03","	025","	00552",3,2,7,11,8,2010,2,1,,,,"	01",2451,
10,1117,28,40276,3,1,"	02","	025","	00552",2,2,26,6,5,1991,3,3,,1,,"	01",2451,4902
10,1117,28,40276,3,1,"	01","	025","	00552",1,1,31,23,9,1986,4,3,,,,"	01",2451,
10,1117,28,40276,1,1,"	03","	025","	00552",3,1,10,9,10,2007,2,4,,,,"	01",2451,
10,1117,28,40276,1,1,"	02","	025","	00552",3,2,12,10,11,2005,2,6,,,,"	01",2451,
10,1117,28,40276,1,1,"	01","	025","	00552",1,2,37,4,2,1980,4,3,,1,,"	01",2451,2451
10,1117,28,40276,5,1,"	06","	025","	00552",3,2,3,16,9,2014,,,,,,"	01",2451,
10,1117,28,40276,5,1,"	05","	025","	00552",2,2,38,19,4,1979,2,6,,1,,"	01",2451,7353
10,1117,28,40276,5,1,"	04","	025","	00552",3,2,9,3,10,2008,2,3,,,,"	01",2451,
10,1117,28,40276,5,1,"	03","	025","	00552",3,2,10,14,10,2007,2,4,,,,"	01",2451,
10,1117,28,40276,5,1,"	02","	025","	00552",3,1,19,28,2,1998,3,3,,,,"	01",2451,
10,1117,28,40276,5,1,"	01","	025","	00552",1,1,38,22,2,1979,3,3,,,,"	01",2451,
10,1117,28,40276,2,1,"	04","	025","	00552",3,2,7,25,6,2010,2,1,,,,"	01",2451,
10,1117,28,40276,2,1,"	05","	025","	00552",3,1,,11,7,2017,,,,,,"	01",2451,
10,1117,28,40307,3,1,"	01","	026","	00553",1,1,42,23,1,1975,7,5,3,,,"	01",2678,
10,1117,28,40307,5,1,"	04","	026","	00553",3,1,14,12,10,2003,3,2,,,,"	01",2678,
10,1117,28,40307,3,1,"	02","	026","	00553",2,2,21,17,10,1996,4,3,,1,,"	01",2678,5356
10,1117,28,40307,5,1,"	03","	026","	00553",3,2,18,2,9,1999,4,3,,,,"	01",2678,
10,1117,28,40307,5,1,"	02","	026","	00553",2,2,42,5,5,1975,4,3,,,,"	01",2678,
10,1117,28,40307,5,1,"	01","	026","	00553",1,2,48,30,1,1969,6,3,2,1,,"	01",2678,8034
10,1117,28,40307,1,1,"	05","	026","	00553",3,1,3,13,3,2014,,,,,,"	01",2678,
10,1117,28,40307,1,1,"	04","	026","	00553",3,1,9,7,6,2008,2,3,,,,"	01",2678,
10,1117,28,40307,1,1,"	03","	026","	00553",3,2,12,2,3,2005,2,6,,,,"	01",2678,
10,1117,28,40307,1,1,"	02","	026","	00553",2,2,28,3,1,1989,4,3,,1,,"	01",2678,5356
10,1117,28,40307,1,1,"	01","	026","	00553",1,1,31,8,1,1986,3,3,,,,"	01",2678,
10,1117,28,40307,2,1,"	02","	026","	00553",3,1,29,27,11,1987,7,5,3,,,"	01",2678,
10,1117,28,40307,2,1,"	01","	026","	00553",1,2,64,23,12,1952,2,3,,1,,"	01",2678,5356
10,1117,28,40307,4,1,"	03","	026","	00553",3,1,6,29,9,2011,2,1,,,,"	01",2678,
10,1117,28,40307,4,1,"	02","	026","	00553",2,2,37,30,3,1980,7,5,3,,,"	01",2678,
10,1117,28,40307,4,1,"	01","	026","	00553",1,1,37,25,12,1979,7,5,3,1,,"	01",2678,5356
10,1117,28,40309,1,1,"	03","	025","	00554",4,1,31,30,7,1986,4,1,,,,"	01",3046,
10,1117,28,40309,3,1,"	01","	025","	00554",1,2,45,24,10,1972,3,3,,,,"	01",3046,
10,1117,28,40309,1,1,"	05","	025","	00554",4,1,5,6,8,2012,1,2,,,,"	01",3046,
10,1117,28,40309,1,1,"	06","	025","	00554",3,2,27,23,7,1990,4,1,,1,,"	01",3046,12184
10,1117,28,40309,5,1,"	04","	025","	00554",3,2,19,25,7,1998,7,1,3,,,"	01",3046,
10,1117,28,40309,5,1,"	05","	025","	00554",3,2,10,15,8,2007,2,5,,,,"	01",3046,
10,1117,28,40309,4,1,"	01","	025","	00554",1,1,33,29,7,1984,7,5,3,1,,"	01",3046,3046
10,1117,28,40309,1,1,"	02","	025","	00554",3,1,45,16,10,1972,4,3,,,,"	01",3046,
10,1117,28,40309,1,1,"	01","	025","	00554",1,2,70,19,9,1947,2,6,,,,"	01",3046,
10,1117,28,40309,2,1,"	06","	025","	00554",4,1,,28,10,2017,,,,,,"	01",3046,
10,1117,28,40309,2,1,"	05","	025","	00554",3,1,11,13,10,2006,2,5,,,,"	01",3046,
10,1117,28,40309,2,1,"	04","	025","	00554",3,1,12,10,2,2005,2,6,,,,"	01",3046,
10,1117,28,40309,2,1,"	03","	025","	00554",3,2,18,10,10,1999,4,2,,,,"	01",3046,
10,1117,28,40309,2,1,"	02","	025","	00554",2,2,37,24,4,1980,4,3,,,,"	01",3046,
10,1117,28,40309,2,1,"	01","	025","	00554",1,1,41,18,1,1976,2,6,,1,,"	01",3046,9138
10,1117,28,40309,5,1,"	03","	025","	00554",3,1,22,31,1,1995,7,2,3,1,,"	01",3046,12184
10,1117,28,40309,5,1,"	02","	025","	00554",2,2,47,5,2,1970,2,6,,,,"	01",3046,
10,1117,28,40309,5,1,"	01","	025","	00554",1,1,48,18,7,1969,4,3,,,,"	01",3046,
10,1117,28,40309,3,1,"	03","	025","	00554",3,1,11,4,7,2006,2,5,,,,"	01",3046,
10,1117,28,40309,3,1,"	02","	025","	00554",2,1,55,10,6,1962,4,3,,1,,"	01",3046,6092
10,1117,28,40309,1,1,"	04","	025","	00554",4,1,9,26,6,2008,2,3,,,,"	01",3046,
10,1117,28,40325,5,1,"	01","	025","	00555",1,1,37,30,11,1979,4,3,,,,"	01",2735,
10,1117,28,40325,2,1,"	03","	025","	00555",3,2,23,23,3,1994,3,3,,1,,"	01",2735,8205
10,1117,28,40325,5,1,"	03","	025","	00555",3,2,4,14,11,2012,,,,,,"	01",2735,
10,1117,28,40325,4,1,"	01","	025","	00555",1,1,69,22,7,1948,2,6,,,,"	01",2735,
10,1117,28,40325,4,1,"	02","	025","	00555",2,2,65,27,7,1952,2,3,,,,"	01",2735,
10,1117,28,40325,4,1,"	03","	025","	00555",3,2,39,27,11,1977,7,5,3,,,"	01",2735,
10,1117,28,40325,4,1,"	04","	025","	00555",3,2,41,18,10,1976,7,2,3,1,,"	01",2735,16410
10,1117,28,40325,4,1,"	05","	025","	00555",3,1,35,12,9,1982,7,5,3,,,"	01",2735,
10,1117,28,40325,4,1,"	06","	025","	00555",4,1,12,5,12,2004,2,6,,,,"	01",2735,
10,1117,28,40325,4,1,"	07","	025","	00555",4,2,20,22,10,1997,7,1,3,,,"	01",2735,
10,1117,28,40325,4,1,"	08","	025","	00555",4,1,6,7,5,2011,1,3,,,,"	01",2735,
10,1117,28,40325,2,1,"	04","	025","	00555",4,2,7,2,8,2010,2,1,,,,"	01",2735,
10,1117,28,40325,2,1,"	05","	025","	00555",4,2,5,1,2,2012,1,2,,,,"	01",2735,
10,1117,28,40325,2,1,"	06","	025","	00555",4,2,3,18,12,2013,,,,,,"	01",2735,
10,1117,28,40325,3,1,"	01","	025","	00555",1,1,52,20,2,1965,7,3,3,,,"	01",2735,
10,1117,28,40325,3,1,"	02","	025","	00555",2,2,46,9,1,1971,7,2,3,,,"	01",2735,
10,1117,28,40325,3,1,"	03","	025","	00555",3,1,18,13,3,1999,4,3,,1,,"	01",2735,10940
10,1117,28,40325,3,1,"	04","	025","	00555",3,1,24,18,11,1992,4,2,,,,"	01",2735,
10,1117,28,40325,1,1,"	01","	025","	00555",1,1,48,1,2,1969,6,3,2,,,"	01",2735,
10,1117,28,40325,1,1,"	02","	025","	00555",2,2,40,22,4,1977,7,3,3,,,"	01",2735,
10,1117,28,40325,1,1,"	03","	025","	00555",3,1,23,20,7,1994,7,5,3,,,"	01",2735,
10,1117,28,40325,1,1,"	04","	025","	00555",3,2,12,31,8,2005,3,1,,,,"	01",2735,
10,1117,28,40325,1,1,"	05","	025","	00555",3,1,12,31,8,2005,3,1,,,,"	01",2735,
10,1117,28,40325,1,1,"	06","	025","	00555",4,1,81,10,6,1936,2,6,,1,,"	01",2735,13675
10,1117,28,40325,1,1,"	07","	025","	00555",4,2,81,12,6,1936,2,6,,,,"	01",2735,
10,1117,28,40325,2,1,"	01","	025","	00555",1,1,47,4,9,1970,3,3,,,,"	01",2735,
10,1117,28,40325,2,1,"	02","	025","	00555",2,2,51,12,8,1966,2,6,,,,"	01",2735,
10,1117,28,40325,5,1,"	02","	025","	00555",2,2,31,11,12,1985,7,3,3,1,,"	01",2735,5470
10,1117,28,40351,1,1,"	01","	025","	00556",1,2,39,15,6,1978,3,1,,,,"	03",,
10,1117,28,40351,1,1,"	02","	025","	00556",3,1,19,21,9,1998,3,3,,1,,"	03",,
10,1117,28,40351,2,1,"	01","	025","	00556",1,2,38,22,12,1978,3,3,,1,,"	01",2927,8781
10,1117,28,40351,2,1,"	02","	025","	00556",2,1,40,15,7,1977,,,,,,"	01",2927,
10,1117,28,40351,2,1,"	03","	025","	00556",3,1,17,23,9,2000,4,1,,,,"	01",2927,
10,1117,28,40351,2,1,"	04","	025","	00556",3,2,18,11,8,1999,4,3,,,,"	01",2927,
10,1117,28,40351,5,1,"	03","	025","	00556",3,1,14,23,9,2003,2,6,,,,"	01",2927,
10,1117,28,40351,3,1,"	05","	025","	00556",3,2,6,3,11,2011,1,3,,,,"	01",2927,
10,1117,28,40351,3,1,"	01","	025","	00556",1,1,34,20,5,1983,3,3,,,,"	01",2927,
10,1117,28,40351,3,1,"	02","	025","	00556",2,2,34,1,12,1982,3,3,,1,,"	01",2927,5854
10,1117,28,40351,3,1,"	03","	025","	00556",3,2,13,1,7,2004,3,1,,,,"	01",2927,
10,1117,28,40351,5,1,"	01","	025","	00556",1,1,40,27,2,1977,7,1,3,1,,"	01",2927,5854
10,1117,28,40351,5,1,"	02","	025","	00556",2,2,40,6,11,1977,3,3,,,,"	01",2927,
10,1117,28,40351,3,1,"	04","	025","	00556",3,2,10,11,6,2007,2,4,,,,"	01",2927,
10,1117,28,40379,2,1,"	02","	027","	00557",2,2,23,1,8,1994,3,3,,,,"	01",2833,
10,1117,28,40379,1,1,"	01","	027","	00557",1,2,38,7,8,1979,7,5,3,1,,"	01",2833,2833
10,1117,28,40379,4,1,"	01","	027","	00557",1,1,25,19,11,1992,7,4,3,1,,"	01",2833,5666
10,1117,28,40379,4,1,"	02","	027","	00557",2,2,26,4,10,1991,7,4,3,,,"	01",2833,
10,1117,28,40379,4,1,"	03","	027","	00557",3,1,7,5,8,2010,2,1,,,,"	01",2833,
10,1117,28,40379,3,1,"	01","	027","	00557",1,2,59,2,4,1958,4,3,,,1,"	01",2833,
10,1117,28,40379,3,1,"	02","	027","	00557",4,2,22,23,9,1995,4,3,,1,,"	01",2833,8499
10,1117,28,40379,3,1,"	03","	027","	00557",3,1,29,17,7,1988,4,3,,,,"	01",2833,
10,1117,28,40379,3,1,"	04","	027","	00557",4,1,,4,10,2017,,,,,,"	01",2833,
10,1117,28,40379,2,1,"	01","	027","	00557",1,1,40,4,4,1977,3,3,,1,,"	01",2833,5666
39,1117,29,40001,2,1,"	05","	083","	00558",3,1,27,17,5,1990,,,,,,"	01",1651,
39,1117,29,40001,1,1,"	01","	083","	00558",1,1,58,3,6,1959,3,3,,,,"	01",1651,
39,1117,29,40001,2,1,"	03","	083","	00558",3,1,28,23,12,1988,4,3,,,,"	01",1651,
39,1117,29,40001,2,1,"	02","	083","	00558",2,2,53,17,2,1964,3,3,,,,"	01",1651,
39,1117,29,40001,2,1,"	01","	083","	00558",1,1,57,23,3,1960,3,3,,1,,"	01",1651,9906
39,1117,29,40001,2,1,"	06","	083","	00558",3,1,33,29,7,1984,4,3,,,,"	01",1651,
39,1117,29,40001,5,1,"	03","	083","	00558",3,1,28,16,1,1989,3,3,,1,,"	01",1651,4953
39,1117,29,40001,5,1,"	02","	083","	00558",3,2,31,7,11,1986,,,,,,"	01",1651,
39,1117,29,40001,5,1,"	01","	083","	00558",1,2,57,1,10,1960,3,3,,,,"	01",1651,
39,1117,29,40001,4,1,"	03","	083","	00558",3,1,27,7,11,1990,7,5,3,1,,"	01",1651,4953
39,1117,29,40001,4,1,"	02","	083","	00558",2,2,66,7,11,1951,7,5,3,,,"	01",1651,
39,1117,29,40001,4,1,"	01","	083","	00558",1,1,66,7,11,1951,7,5,3,,,"	01",1651,
39,1117,29,40001,3,1,"	03","	083","	00558",3,1,2,21,2,2015,,,,,,"	01",1651,
39,1117,29,40001,3,1,"	02","	083","	00558",2,2,34,1,1,1983,7,5,3,1,,"	01",1651,3302
39,1117,29,40001,3,1,"	01","	083","	00558",1,1,54,21,3,1963,2,6,,,,"	01",1651,
39,1117,29,40001,1,1,"	03","	083","	00558",3,1,23,19,8,1994,3,3,,1,,"	01",1651,4953
39,1117,29,40001,1,1,"	02","	083","	00558",2,2,44,7,11,1973,2,6,,,,"	01",1651,
39,1117,29,40001,2,1,"	04","	083","	00558",4,2,27,13,4,1990,7,5,3,,,"	01",1651,
39,1117,29,40030,5,1,"	03","	084","	00559",3,1,18,7,11,1999,4,3,,,,"	01",2136,
39,1117,29,40030,5,1,"	04","	084","	00559",3,1,7,13,3,2010,1,2,,,,"	01",2136,
39,1117,29,40030,5,1,"	02","	084","	00559",2,2,39,19,8,1978,7,3,3,,,"	01",2136,
39,1117,29,40030,5,1,"	01","	084","	00559",1,1,45,26,10,1972,4,3,,1,,"	01",2136,6408
39,1117,29,40030,3,1,"	02","	084","	00559",2,2,66,20,10,1951,2,6,,,,"	01",2136,
39,1117,29,40030,3,1,"	01","	084","	00559",1,1,66,6,10,1951,5,3,2,1,,"	01",2136,4272
39,1117,29,40030,2,1,"	05","	084","	00559",4,1,11,7,11,2006,1,2,,,,"	01",2136,
39,1117,29,40030,2,1,"	04","	084","	00559",3,1,31,7,11,1986,7,4,3,,,"	01",2136,
39,1117,29,40030,2,1,"	03","	084","	00559",3,2,30,7,11,1987,7,4,3,,,"	01",2136,
39,1117,29,40030,2,1,"	02","	084","	00559",2,2,52,19,12,1964,3,3,,,,"	01",2136,
39,1117,29,40030,2,1,"	01","	084","	00559",1,1,60,7,11,1957,5,3,2,1,,"	01",2136,8544
39,1117,29,40030,1,1,"	03","	084","	00559",3,1,27,15,7,1990,4,3,,1,,"	01",2136,6408
39,1117,29,40030,1,1,"	02","	084","	00559",3,1,30,4,1,1987,7,4,3,,,"	01",2136,
39,1117,29,40030,1,1,"	01","	084","	00559",1,2,55,23,10,1962,5,3,2,,,"	01",2136,
39,1117,29,40030,4,1,"	07","	084","	00559",3,1,13,3,1,2004,2,6,,,,"	01",2136,
39,1117,29,40030,4,1,"	06","	084","	00559",3,1,13,3,1,2004,2,6,,,,"	01",2136,
39,1117,29,40030,4,1,"	05","	084","	00559",3,2,16,26,2,2001,3,3,,,,"	01",2136,
39,1117,29,40030,4,1,"	04","	084","	00559",4,2,74,26,11,1942,5,3,2,1,,"	01",2136,8544
39,1117,29,40030,4,1,"	03","	084","	00559",4,1,73,2,4,1944,5,3,2,,,"	01",2136,
39,1117,29,40030,4,1,"	01","	084","	00559",1,1,45,1,6,1972,7,4,3,,,"	01",2136,
39,1117,29,40030,4,1,"	02","	084","	00559",2,2,43,19,9,1974,7,4,3,,,"	01",2136,
39,1117,29,40065,4,1,"	01","	083","	00560",1,1,43,22,9,1974,3,3,,1,,"	01",2123,4246
39,1117,29,40065,4,1,"	02","	083","	00560",2,2,43,31,5,1974,2,6,,,,"	01",2123,
39,1117,29,40065,4,1,"	03","	083","	00560",3,2,14,4,12,2002,3,3,,,,"	01",2123,
39,1117,29,40065,4,1,"	04","	083","	00560",3,2,11,15,12,2005,2,6,,,,"	01",2123,
39,1117,29,40065,2,1,"	03","	083","	00560",3,2,22,19,6,1995,7,3,3,,,"	01",2123,
39,1117,29,40065,5,1,"	02","	083","	00560",4,1,22,1,6,1995,7,2,3,1,,"	01",2123,4246
39,1117,29,40065,2,1,"	01","	083","	00560",1,1,57,15,6,1960,7,4,3,1,,"	01",2123,6369
39,1117,29,40065,2,1,"	02","	083","	00560",2,2,50,26,3,1967,6,3,2,,,"	01",2123,
39,1117,29,40065,5,1,"	01","	083","	00560",1,1,26,7,10,1991,7,2,3,,,"	01",2123,
39,1117,29,40093,3,1,"	02","	084","	00561",4,2,30,13,2,1987,4,3,,,,"	01",2232,
39,1117,29,40093,2,1,"	01","	084","	00561",1,2,74,13,5,1943,6,3,2,1,,"	01",2232,4464
39,1117,29,40093,2,1,"	02","	084","	00561",3,2,48,25,8,1969,7,5,3,,,"	01",2232,
39,1117,29,40093,2,1,"	03","	084","	00561",4,1,16,28,10,2001,4,1,,,,"	01",2232,
39,1117,29,40093,5,1,"	01","	084","	00561",1,2,58,7,11,1959,2,2,,1,,"	01",2232,8928
