"id","host_id","neighbourhood","property_type","room_type","accommodates","price","minimum_nights","maximum_nights","bedrooms","beds","cancellation_policy","number_of_reviews","review_scores_accuracy"
35486789,95711511,6,26,3,1,544,2,15,1,1,"flexible",0,NA
35487410,95711511,6,26,3,1,657,2,15,1,1,"flexible",0,NA
35487560,266982570,2,2,1,4,4500,1,1125,2,3,"moderate",3,7
35492557,157491849,3,2,1,4,1458,3,185,2,3,"strict_14_with_grace_period",0,NA
35492820,143595209,3,2,1,6,1110,1,1125,3,3,"moderate",34,10
35493064,157491849,6,2,1,6,1563,2,185,2,4,"strict_14_with_grace_period",1,10
35494600,186142654,6,2,1,2,1517,2,20,1,1,"moderate",38,10
35494677,77407057,6,2,1,6,1925,1,1125,2,3,"strict_14_with_grace_period",15,9
35494799,6887845,11,26,1,4,1200,3,1125,2,2,"flexible",1,10
35508628,176203961,6,2,1,4,453,2,1125,1,2,"moderate",22,10
35511041,207478459,6,2,1,2,906,1,10,1,1,"moderate",17,10
35512026,60939548,11,2,1,3,2025,3,1125,2,1,"strict_14_with_grace_period",0,NA
35513946,194207131,7,2,1,3,495,2,1125,1,2,"moderate",7,10
35514346,266340074,3,34,3,1,204,30,150,1,1,"flexible",1,2
35515072,267190674,11,2,3,2,1013,3,1125,2,1,"flexible",0,NA
35515247,1795374,6,2,3,2,1019,1,35,1,1,"flexible",2,10
35515356,184332339,7,23,4,2,360,2,4,1,1,"flexible",1,10
35515485,41583642,3,2,3,2,204,3,30,1,2,"flexible",8,10
35516033,20289373,6,2,1,5,1993,2,60,2,2,"flexible",1,10
35518267,267206164,14,22,1,1,428,1,7,1,1,"flexible",1,10
35518589,56214432,3,2,1,4,1291,2,1125,3,3,"moderate",7,10
35522095,267256237,6,2,3,1,249,1,7,1,1,"flexible",0,NA
35534856,216483893,6,15,1,5,2309,3,30,1,2,"moderate",4,9
35535567,62178689,4,15,1,2,543,1,1125,1,1,"flexible",39,10
35535817,171770510,6,2,1,5,589,1,99,2,2,"strict_14_with_grace_period",3,9
35536827,266773764,6,2,1,5,5662,1,1125,2,2,"flexible",1,2
35539302,53361285,11,2,1,6,770,1,1125,2,3,"moderate",48,10
35540702,227862079,8,2,3,2,270,1,2,1,1,"flexible",2,10
35540901,227862079,8,2,3,2,608,1,2,1,1,"flexible",0,NA
35542504,249783675,16,26,3,2,204,1,1125,1,1,"flexible",1,10
35542809,127076165,9,26,3,1,202,1,7,1,1,"flexible",4,10
35546642,87544364,6,22,1,2,702,1,1125,0,1,"flexible",38,10
35548527,37192602,6,29,1,2,792,1,1125,1,1,"moderate",59,10
35548680,256794137,1,15,3,6,743,3,1125,3,3,"moderate",8,10
35550017,117784489,4,29,1,3,1358,1,1125,1,1,"flexible",23,10
35550255,267482026,16,26,3,2,204,1,1125,1,1,"flexible",0,NA
35550507,267485543,4,2,1,3,296,1,1125,1,1,"flexible",1,8
35565263,192383341,14,26,3,2,675,1,120,1,1,"flexible",12,10
35570989,117784489,4,29,1,4,1358,1,1125,2,3,"flexible",32,10
35572528,156085152,3,2,1,2,838,2,1125,1,2,"strict_14_with_grace_period",30,10
35572685,117784489,4,29,1,3,1358,1,1125,1,2,"flexible",47,10
35572856,11886705,6,2,1,2,1087,2,1125,1,1,"flexible",1,NA
35573370,117784489,4,29,1,4,1367,1,1125,1,2,"flexible",28,10
35573658,156085152,6,2,1,8,2989,2,1125,3,4,"strict_14_with_grace_period",20,10
35573662,267653660,14,22,3,1,450,6,30,1,1,"flexible",0,NA
35573972,261857354,6,2,1,12,10191,2,101,6,6,"strict_14_with_grace_period",4,10
35574755,97998163,14,2,1,2,951,1,1125,1,1,"moderate",30,10
35576360,125262268,1,2,3,1,180,1,1125,1,1,"strict_14_with_grace_period",1,10
35577074,112480040,3,2,3,1,453,4,31,1,1,"strict_14_with_grace_period",5,10
35577559,36162947,6,2,3,1,430,3,90,1,1,"moderate",5,10
35577801,198228097,6,2,1,2,702,2,1125,1,1,"moderate",42,10
35577933,267683513,6,2,3,1,657,3,22,1,1,"flexible",4,10
35578120,101077277,6,2,1,2,906,1,1125,1,1,"flexible",66,10
35578428,267688490,6,2,1,14,1331,2,15,3,9,"strict_14_with_grace_period",31,8
35578506,267688890,3,2,1,4,408,5,29,1,3,"moderate",19,10
35578561,264099579,12,2,1,4,202,1,301,1,1,"flexible",8,9
35579190,12130503,3,2,1,4,820,2,100,2,2,"strict_14_with_grace_period",35,10
35579233,79876409,11,2,1,7,2241,2,1125,3,4,"strict_14_with_grace_period",42,10
35579372,71997657,11,2,3,2,589,2,25,1,1,"flexible",0,NA
35579697,216966587,6,22,1,2,249,1,1125,1,1,"flexible",2,8
35580287,53361285,11,2,1,6,860,1,1125,2,4,"moderate",54,9
35580466,267708410,6,2,3,2,889,2,1125,1,1,"flexible",0,NA
35580612,48064117,2,26,3,2,675,2,28,1,1,"flexible",44,10
35581333,238291306,3,33,3,2,296,30,1125,2,2,"flexible",0,NA
35581664,53361285,11,2,1,6,860,1,1125,2,3,"moderate",20,10
35582126,167388771,6,2,3,1,340,4,60,1,1,"flexible",2,8
35582304,53361285,11,2,1,6,770,1,1125,2,4,"moderate",27,10
35582518,87373975,3,2,3,2,661,2,90,1,1,"flexible",3,9
35583603,53361285,11,2,1,6,843,1,1125,2,3,"moderate",37,9
35584870,53361285,11,2,1,6,770,1,1125,2,4,"moderate",23,9
35585388,267750077,6,2,1,5,996,5,60,2,2,"strict_14_with_grace_period",5,10
35585791,123609459,10,2,1,3,563,1,1125,2,2,"flexible",21,9
35587923,155956566,6,2,3,1,294,2,1125,1,1,"flexible",0,NA
35598992,196566140,3,26,3,1,340,1,4,1,2,"flexible",0,NA
35599634,246703740,11,15,4,1,249,1,365,1,2,"strict_14_with_grace_period",4,7
35599715,79387581,6,29,1,3,1240,1,60,1,2,"strict_14_with_grace_period",13,10
35602920,120728366,4,2,1,6,2491,3,1125,3,3,"flexible",0,NA
35605936,1886913,6,4,2,2,1359,1,30,1,1,"strict_14_with_grace_period",0,NA
35606585,1886913,6,4,2,3,1744,1,30,1,2,"strict_14_with_grace_period",0,NA
35608518,105811803,3,2,1,4,792,1,1125,2,3,"moderate",19,10
35608735,35249732,6,2,1,4,1517,2,1125,1,4,"moderate",24,10
35609354,259284334,4,2,1,4,934,3,1125,2,3,"moderate",5,10
35609476,94547651,4,26,1,12,5004,1,60,6,6,"strict_14_with_grace_period",7,9
35609637,48106570,6,2,1,4,951,1,365,2,2,"flexible",59,9
35611398,90963939,6,2,1,2,1132,1,107,1,1,"flexible",0,NA
35612219,36162947,6,2,4,1,249,3,90,1,1,"moderate",8,10
35614971,226082581,4,2,1,6,855,2,1125,3,3,"flexible",28,10
35615600,62587582,6,2,1,3,1291,2,1125,2,2,"moderate",1,10
35616885,39476203,11,26,1,3,1087,2,15,3,4,"flexible",30,10
35617214,175923151,6,12,3,1,249,1,1125,1,1,"flexible",19,10
35617242,188233671,4,15,3,1,204,2,60,1,1,"flexible",5,10
35617592,175923151,6,12,2,1,204,1,1125,1,1,"flexible",26,10
35617815,175923151,6,26,3,2,408,1,1125,1,1,"flexible",18,9
35617957,267968310,6,2,1,4,1291,2,1125,2,3,"flexible",22,10
35619572,246807012,6,29,1,3,752,1,1125,1,2,"flexible",60,10
35623923,268011143,6,15,3,2,273,6,6,0,1,"flexible",0,NA
35637826,61693953,6,2,3,2,609,2,15,1,1,"strict_14_with_grace_period",13,10
35638337,90944551,11,33,3,15,204,39,900,10,10,"flexible",0,NA
35639784,76121403,6,2,3,2,362,1,30,1,2,"flexible",0,NA
35644189,208322506,7,22,3,1,1993,1,1125,1,1,"flexible",0,NA
35644643,176979491,6,26,1,2,611,3,1125,1,1,"moderate",29,10
35646238,66387078,6,2,3,3,385,2,29,1,1,"flexible",23,10
35646380,66387078,6,2,3,3,362,2,29,1,1,"flexible",12,10
35646399,66387078,6,2,3,4,453,1,7,1,2,"flexible",1,10
35646971,48106570,6,2,1,6,1540,1,1125,3,3,"flexible",28,9
35648814,262986020,6,22,4,2,453,1,1125,1,2,"flexible",2,10
35648918,263330104,4,33,3,1,408,1,1125,10,2,"strict_14_with_grace_period",0,NA
35649855,38282577,6,2,1,2,589,2,1125,0,1,"moderate",1,8
35650295,6753519,6,2,1,4,992,2,1125,1,1,"strict_14_with_grace_period",42,10
35650676,93128416,8,29,1,3,889,2,90,1,3,"flexible",7,10
35650724,164489864,3,15,1,2,744,1,1125,1,1,"flexible",0,NA
35650926,267688490,6,2,1,7,2989,1,1125,2,4,"strict_14_with_grace_period",28,9
35651014,64448678,6,2,3,2,498,2,1125,1,1,"flexible",1,10
35651868,61732253,6,2,3,2,475,1,1125,1,1,"moderate",38,10
35654178,268224158,1,15,1,6,906,2,15,2,4,"flexible",4,10
35654389,2716577,1,26,3,2,315,2,1125,1,2,"moderate",8,10
35655162,192778392,15,2,3,2,473,1,1125,1,1,"flexible",129,10
35655729,192778392,15,2,3,2,473,1,1124,1,1,"flexible",144,10
35673183,267916942,1,15,1,6,1620,2,999,2,3,"flexible",5,10
35674839,66387078,6,2,1,7,476,1,31,4,5,"flexible",5,9
35675465,154609116,11,2,3,2,408,1,1125,0,1,"flexible",5,8
35676357,48255942,3,2,3,1,182,2,1125,1,1,"flexible",6,10
35677895,1886913,6,4,2,3,1744,1,30,1,2,"strict_14_with_grace_period",1,10
35682254,183800894,6,2,3,2,294,2,1125,1,1,"moderate",1,10
35682269,64363285,1,26,3,2,296,7,1125,1,1,"strict_14_with_grace_period",0,NA
35682303,149624832,7,26,3,16,247,1,365,18,26,"flexible",1,10
35683802,76133780,6,2,1,6,3000,2,31,3,3,"moderate",17,10
35683878,238517929,4,2,1,4,792,14,1125,2,2,"flexible",4,9
35686854,20740036,3,29,1,4,860,1,1125,1,2,"strict_14_with_grace_period",1,NA
35687093,3543420,11,26,1,4,1811,1,1125,2,2,"strict_14_with_grace_period",1,10
35689043,20169338,3,2,3,1,498,1,8,1,1,"flexible",6,10
35702869,159507139,11,33,1,4,1992,1,21,2,2,"moderate",2,10
35706816,185857513,15,2,1,4,453,2,1125,2,2,"strict_14_with_grace_period",5,9
35706861,2872228,6,2,1,4,1880,2,28,2,3,"moderate",1,10
35706892,167031167,3,2,3,2,317,1,400,1,1,"flexible",71,10
35707672,35875669,3,2,3,2,251,2,1125,1,1,"flexible",4,10
35709914,1886913,6,4,2,2,1359,1,30,1,1,"strict_14_with_grace_period",1,10
35712154,13655778,1,2,3,2,272,2,30,1,1,"strict_14_with_grace_period",2,10
35712405,105523579,6,2,3,2,589,2,15,1,1,"flexible",1,8
35714471,130637079,13,2,1,2,202,1,1125,1,2,"flexible",16,10
35715294,79926743,1,33,2,4,912,2,1125,1,2,"flexible",1,10
35716380,149432207,3,2,3,1,501,2,30,1,1,"flexible",6,9
35718819,246703740,11,2,3,1,498,1,1125,1,1,"strict_14_with_grace_period",1,10
35719076,224561220,3,26,3,1,296,1,90,3,1,"flexible",2,10
35719400,66952805,11,2,3,2,541,3,1125,1,2,"flexible",14,10
35732159,205111503,3,2,1,4,1336,7,7,2,1,"strict_14_with_grace_period",0,NA
35732490,135314052,16,26,3,2,291,1,1125,1,2,"flexible",0,NA
35734220,262986020,6,22,4,1,453,1,30,1,2,"flexible",0,NA
35735204,99294053,3,33,3,1,996,2,1125,0,1,"flexible",0,NA
35738496,153277690,6,26,3,2,296,2,1125,0,1,"flexible",0,NA
35740760,156512864,16,26,1,16,1193,1,10,4,4,"flexible",30,10
35741872,127749935,3,2,3,2,543,2,1125,1,1,"moderate",0,NA
35742872,255360442,7,26,3,2,945,3,15,2,1,"moderate",0,NA
35743680,268873779,6,2,1,4,906,2,1125,2,2,"flexible",16,10
35745151,177567160,6,29,3,1,205,1,1125,0,1,"flexible",0,NA
35748142,268911114,6,2,3,2,342,1,10,1,1,"flexible",13,9
35757631,35913205,14,2,3,1,360,1,1125,1,1,"flexible",4,10
35761019,86460835,1,26,3,2,752,1,1125,1,1,"moderate",21,10
35761153,25353005,4,2,3,1,226,7,1125,1,1,"flexible",3,10
35762733,47657762,6,2,1,4,906,1,1125,2,2,"moderate",6,10
35764937,167076209,3,26,3,2,456,1,15,1,1,"flexible",12,10
35766794,269062023,3,2,3,2,296,2,32,1,1,"flexible",16,10
35768262,226903490,3,26,3,1,342,7,30,1,1,"flexible",2,10
35768423,268992026,1,33,1,3,1208,3,1125,2,2,"flexible",9,10
35769472,195253877,6,15,1,6,1449,2,30,2,4,"moderate",22,10
35769577,675332,4,26,3,1,340,5,20,1,1,"flexible",1,8
35770291,155543503,3,2,1,8,1857,3,35,3,7,"strict_14_with_grace_period",35,10
35770610,36662402,3,2,3,2,249,2,1125,1,2,"flexible",24,10
35772289,176474540,3,2,3,1,592,1,1125,1,1,"flexible",10,10
35774712,96706195,1,26,3,2,1698,1,1125,0,1,"flexible",0,NA
35781921,51373371,14,2,1,4,1013,2,1125,2,2,"flexible",16,9
35786092,115308930,11,2,1,5,1381,3,90,1,2,"moderate",9,10
35787279,155320990,3,26,3,2,543,1,30,1,2,"flexible",0,NA
35793131,167031167,3,2,3,2,340,1,365,1,1,"flexible",65,10
35794274,29735586,11,2,1,4,792,1,1125,2,3,"moderate",16,10
35794976,36309465,6,2,3,2,385,2,90,1,1,"flexible",7,10
35795771,183800894,6,2,3,2,317,2,1125,1,1,"moderate",2,10
35796871,261857354,6,2,1,4,2718,1,91,1,2,"strict_14_with_grace_period",0,NA
35797319,129500250,7,26,3,2,248,1,1125,1,1,"moderate",13,10
35797550,158075718,11,15,1,4,1177,1,1125,2,2,"strict_14_with_grace_period",37,10
35801662,8242003,5,2,1,3,860,3,1125,1,2,"strict_14_with_grace_period",7,10
35802175,2789047,6,2,1,4,2038,2,180,2,2,"moderate",7,10
35802468,49125312,6,2,1,4,2503,3,1125,2,2,"flexible",0,NA
35803036,263097331,6,2,1,4,1880,1,1125,1,2,"flexible",23,10
35803837,12516262,3,2,3,2,294,1,8,1,1,"moderate",8,10
35804465,124160719,3,2,3,1,204,1,1121,1,1,"flexible",0,NA
35806990,100828583,2,15,1,6,1208,2,1125,3,4,"moderate",37,10
35809623,189604483,4,22,3,1,273,1,1125,1,1,"flexible",0,NA
35810570,269395589,4,2,3,2,203,1,1116,1,1,"flexible",0,NA
35827894,267443577,4,29,1,2,860,2,90,1,1,"strict_14_with_grace_period",32,10
35829290,269513215,6,2,3,2,3805,1,1125,1,1,"flexible",0,NA
35830534,30026600,11,29,1,2,770,4,1125,1,1,"flexible",2,10
35832001,134987102,3,2,1,4,1200,1,90,2,2,"moderate",20,10
35832253,109887335,6,2,3,2,430,1,30,1,1,"flexible",4,10
35832324,269272131,6,2,1,4,1155,30,60,1,1,"moderate",38,10
35834401,30418640,11,33,2,4,5004,1,1125,2,3,"strict_14_with_grace_period",0,NA
35834712,261857354,6,2,1,4,1812,1,1125,1,1,"strict_14_with_grace_period",27,10
35834966,269547562,4,15,1,6,1598,1,1125,3,4,"flexible",3,10
35835647,137855218,14,26,3,1,248,2,1125,1,1,"flexible",1,10
35836425,18174582,3,2,1,6,752,3,1125,2,3,"flexible",3,10
35836909,6248044,6,37,3,4,249,1,90,1,4,"strict_14_with_grace_period",1,10
35837295,6248044,6,26,3,2,294,1,90,1,1,"strict_14_with_grace_period",2,10
35837521,65693475,6,2,1,5,996,4,365,3,5,"moderate",1,10
35839528,4821807,6,2,1,5,1404,3,1125,2,2,"moderate",12,10
35840001,36662402,3,2,3,2,249,2,1125,1,1,"flexible",14,10
35840357,18217510,6,2,1,4,1246,8,1125,2,2,"flexible",0,NA
35840630,66952805,11,2,3,2,543,3,1125,1,2,"flexible",8,10
35840760,181711802,1,26,3,1,226,2,90,1,1,"moderate",20,10
35841274,104320805,3,2,3,2,1003,2,7,1,1,"flexible",0,NA
35842103,165470719,11,2,1,1,543,15,1125,1,1,"moderate",3,9
35842518,74107434,6,29,1,3,929,2,180,1,2,"flexible",31,10
35843025,137483248,11,15,1,2,951,1,1125,2,1,"flexible",4,9
35844058,247293583,11,2,1,2,1041,3,1125,1,0,"flexible",3,10
35846062,57202104,1,29,1,2,6996,30,1125,0,1,"flexible",0,NA
35846272,269630862,3,2,3,2,249,2,30,1,1,"flexible",2,9
35848489,246703740,11,2,3,1,249,1,1125,1,1,"strict_14_with_grace_period",9,10
35856643,266480822,6,2,3,2,249,3,7,1,4,"flexible",0,NA
35863522,32718754,6,2,1,4,1173,4,1125,2,3,"flexible",19,10
35866695,262462930,3,2,3,1,498,2,60,1,1,"flexible",18,10
35867493,229638452,6,2,3,4,475,1,124,2,2,"flexible",6,9
35868244,13345671,11,2,1,4,1494,2,1125,2,1,"flexible",8,10
35868625,54561143,9,33,2,2,498,1,1125,0,2,"flexible",0,NA
35869429,38967421,11,2,3,2,657,1,31,1,1,"moderate",43,10
35870003,14335022,3,15,1,4,453,3,89,2,3,"strict_14_with_grace_period",7,10
35870708,98246440,6,2,1,2,679,3,1125,1,1,"moderate",38,10
35874081,269827699,4,26,3,1,296,7,1125,1,1,"flexible",0,NA
35874666,156990705,6,2,3,2,362,3,11,1,1,"strict_14_with_grace_period",24,10
35876233,42700394,6,2,1,6,1563,1,1125,2,2,"moderate",13,10
35876457,129897548,11,29,1,3,906,3,30,1,2,"flexible",53,10
35876594,66952805,11,2,3,2,543,3,1125,1,2,"flexible",4,10
35876992,155933529,6,29,1,3,1246,4,120,1,2,"moderate",28,10
35878331,132535773,6,34,1,2,812,1,1125,1,1,"flexible",1,10
35880225,269880267,4,2,1,5,934,2,1125,3,4,"strict_14_with_grace_period",14,10
35881567,252697018,4,26,3,1,453,1,7,1,1,"flexible",0,NA
35881756,67039691,6,2,1,2,857,2,60,1,1,"moderate",10,9
35882266,53479045,6,2,1,4,1110,2,1125,1,2,"moderate",14,10
35884032,46876495,3,2,1,6,951,2,1125,2,4,"moderate",2,10
35884079,48064117,2,26,3,2,319,1,28,1,1,"flexible",55,10
35884716,266412193,5,37,3,12,498,1,60,5,9,"moderate",7,9
35884892,164198986,2,2,1,5,923,2,1096,3,3,"flexible",21,10
35898269,65985477,2,2,1,3,630,2,1125,2,2,"flexible",5,10
35905317,270022188,11,2,3,1,204,1,2,1,1,"flexible",0,NA
35906601,270074357,1,4,3,1,293,1,365,0,1,"flexible",0,NA
35907227,149100969,6,2,1,2,883,1,1125,3,3,"flexible",1,10
35908588,11926583,6,2,1,4,2967,3,30,2,2,"flexible",24,10
35909112,3919211,6,26,3,2,906,2,1125,1,1,"moderate",3,10
35909373,198483935,6,2,1,4,611,1,1125,2,3,"moderate",12,10
35911994,246807012,6,29,1,3,706,1,1125,1,2,"flexible",60,10
35912383,270118191,6,2,1,6,611,1,1125,2,2,"strict_14_with_grace_period",20,9
35912465,270119851,1,2,3,1,203,1,1125,1,1,"flexible",0,NA
35912679,269805769,11,15,1,5,3509,1,1125,2,3,"strict_14_with_grace_period",0,NA
35913571,214643746,7,15,3,2,338,2,1125,1,1,"moderate",14,9
35913589,3919211,6,2,1,4,2038,3,1125,2,2,"moderate",4,10
35914614,264802819,16,2,3,1,203,2,300,1,1,"flexible",3,9
35914764,264802819,16,2,3,1,204,2,300,1,1,"flexible",5,9
35917042,130637079,13,2,1,4,224,1,1125,2,4,"flexible",15,10
35917707,270168203,3,15,1,5,906,15,1125,2,2,"flexible",3,10
35918509,262462930,3,2,3,2,611,1,60,1,1,"flexible",10,10
35919441,51187314,15,2,1,4,608,1,1125,2,2,"flexible",174,10
35920305,270191714,1,2,3,2,180,1,15,1,2,"flexible",14,10
35931122,64426177,11,2,1,4,1019,1,1125,1,1,"flexible",42,10
35932584,209803593,14,2,3,1,204,2,1125,2,1,"flexible",0,NA
35933007,149624832,7,26,3,16,291,1,365,1,1,"flexible",0,NA
35933067,122409026,7,2,1,4,740,2,30,2,2,"moderate",6,10
35935389,266412193,5,37,3,7,501,1,60,4,7,"strict_14_with_grace_period",5,8
35936909,49125312,6,2,1,2,996,1,1125,1,1,"strict_14_with_grace_period",29,10
35937337,25429580,6,29,1,2,770,15,1125,1,1,"strict_14_with_grace_period",2,10
35937583,270130497,6,2,3,1,205,1,6,1,1,"flexible",0,NA
35938800,149624832,7,26,3,16,359,1,365,1,1,"flexible",0,NA
35939070,71726085,6,2,3,2,453,1,1125,1,1,"flexible",1,10
35939176,2872228,6,2,1,4,1925,2,30,2,2,"moderate",0,NA
35940028,2272842,6,2,1,5,1132,2,1125,2,3,"moderate",54,10
35941031,270335492,11,2,3,1,272,7,1125,1,1,"flexible",0,NA
35941212,149624832,7,26,3,2,336,1,365,1,1,"flexible",0,NA
35941259,270341051,3,2,1,2,498,1,3,2,1,"flexible",10,10
35941282,66952805,11,2,3,2,543,3,1125,1,2,"flexible",9,10
35941500,270343369,3,2,3,2,385,14,365,1,1,"moderate",5,10
35941537,25246983,6,6,2,2,4596,2,1125,1,1,"flexible",0,NA
35941605,160506869,6,2,3,2,498,1,15,1,1,"flexible",2,10
35941860,25246983,6,6,2,2,4800,2,1125,1,1,"flexible",0,NA
35943228,149624832,7,26,3,1,314,1,1125,1,1,"flexible",0,NA
35943858,149624832,7,26,3,16,269,1,1125,1,1,"flexible",0,NA
35944954,270372408,11,2,1,6,1373,2,62,3,3,"strict_14_with_grace_period",37,10
35945188,120954109,6,24,2,2,406,1,1125,1,1,"moderate",13,9
35945293,8816694,6,2,1,6,996,1,1125,2,3,"strict_14_with_grace_period",17,10
35945919,270372408,11,2,1,4,990,2,62,2,2,"strict_14_with_grace_period",36,10
35946376,270387117,6,2,1,4,702,1,90,2,4,"flexible",0,NA
35947642,256794137,1,15,1,4,453,3,1082,3,3,"flexible",0,NA
35959335,230514702,11,29,1,2,792,2,1125,1,1,"moderate",5,9
35963173,7331013,4,2,3,1,5004,60,1125,1,1,"flexible",0,NA
35967099,230701610,4,2,3,1,226,1,1125,1,1,"flexible",7,10
35967349,149624832,7,26,3,16,359,1,1125,1,1,"flexible",0,NA
35967394,25246983,6,6,2,2,4804,2,1125,1,1,"flexible",0,NA
35968172,149624832,7,26,3,16,381,1,1125,1,1,"flexible",0,NA
35968719,251339432,6,2,3,2,1291,1,1125,1,1,"moderate",3,9
35968812,149624832,7,26,3,16,381,1,1125,0,1,"flexible",0,NA
35970075,16678659,1,22,1,2,501,1,1125,1,1,"flexible",8,10
35970464,149624832,7,26,3,16,336,1,1125,1,2,"flexible",0,NA
35971102,268911114,6,2,3,2,342,1,4,1,1,"flexible",8,10
35972884,164683546,3,2,3,2,385,1,1125,1,1,"moderate",0,NA
35973317,10306143,11,26,4,1,385,7,1000,1,2,"strict_14_with_grace_period",0,NA
35974546,15153177,6,2,3,2,498,1,1125,1,1,"strict_14_with_grace_period",5,10
35974592,270618603,14,15,3,1,248,1,7,1,1,"flexible",8,10
35975705,181788734,1,2,1,5,698,2,30,3,3,"flexible",29,10
35976115,2716577,1,26,3,2,360,2,1125,1,1,"flexible",7,9
35981344,25474851,6,2,3,1,408,10,20,1,1,"flexible",0,NA
35990295,3283631,15,2,1,3,430,2,1125,1,1,"flexible",1,2
35997597,101212947,3,15,3,1,294,1,1125,1,1,"flexible",0,NA
35998475,53439099,1,2,1,6,729,2,30,2,2,"flexible",23,9
36001346,94436130,11,2,3,2,249,1,1125,1,1,"flexible",0,NA
36002516,265323640,6,33,3,2,294,3,1125,0,1,"flexible",4,10
36004695,231031109,14,15,3,2,498,2,14,1,1,"moderate",0,NA
36004800,265323640,6,33,3,1,181,3,1125,0,1,"flexible",3,9
36005335,25719469,6,2,1,3,1195,2,1125,1,1,"moderate",1,6
36005633,224241781,14,22,3,1,453,3,1125,1,1,"moderate",1,10
36011101,261628452,11,2,4,2,453,1,3,1,2,"flexible",1,10
36018741,26406330,6,2,3,2,430,1,14,1,1,"moderate",7,10
36019167,239152921,6,26,3,2,544,1,1125,1,1,"flexible",20,10
36021821,230429454,4,26,3,3,408,1,60,4,3,"flexible",2,10
36023273,25246983,6,6,2,2,4800,2,1125,1,1,"flexible",1,10
36023768,25246983,6,6,2,2,2400,2,1125,1,1,"flexible",0,NA
36025190,230514702,11,2,1,2,992,2,1125,1,1,"moderate",4,10
36025956,237460295,1,26,3,1,592,1,1125,1,1,"flexible",2,9
36026043,157998765,5,26,3,6,23009,30,1125,3,3,"flexible",0,NA
36026734,37517755,6,2,1,6,1155,1,1125,2,3,"strict_14_with_grace_period",34,10
36027174,17502311,6,2,3,1,906,1,40,1,1,"flexible",0,NA
36027902,3919211,6,26,3,2,793,2,1125,1,1,"moderate",4,9
36028423,3919211,6,26,3,2,793,2,1125,1,1,"moderate",7,9
36029475,247085523,14,26,3,1,180,1,1125,1,1,"moderate",11,10
36030165,104407935,14,26,3,2,340,1,364,1,1,"flexible",1,2
36030266,3919211,6,26,3,2,793,2,1125,1,1,"moderate",3,9
36032032,39869209,4,2,1,2,861,2,3,1,1,"flexible",2,10
36034141,271082014,11,2,1,9,11320,2,30,4,5,"strict_14_with_grace_period",24,9
36035832,271103557,4,2,1,2,1200,2,10,1,2,"strict_14_with_grace_period",39,10
36036954,26859807,11,29,1,3,906,2,1125,0,2,"strict_14_with_grace_period",11,10
36037110,192706922,6,2,1,3,543,3,1125,1,2,"strict_14_with_grace_period",11,10
36037360,271116118,7,20,3,2,293,3,1125,1,2,"flexible",1,4
36037604,271117782,4,2,3,2,294,1,15,2,2,"flexible",0,NA
36037962,124999080,11,33,3,2,296,1,1125,1,1,"flexible",0,NA
36038075,271122129,1,2,3,1,181,30,1125,1,1,"moderate",2,10
36039157,177957371,2,26,3,2,405,1,1125,1,2,"flexible",11,10
36039207,198056858,11,2,3,1,1992,3,1125,1,1,"flexible",0,NA
36041115,145672089,15,2,1,4,408,1,1125,1,3,"moderate",57,10
36041298,156455377,6,2,3,2,544,1,102,1,1,"moderate",49,10
36041435,251340669,11,2,1,5,2717,2,1125,2,3,"flexible",3,10
36041514,7508019,11,2,1,10,4007,1,365,3,4,"strict_14_with_grace_period",54,10
36041789,156455377,6,2,3,2,544,1,102,1,1,"moderate",36,10
36044655,265892863,4,2,3,1,203,2,6,1,1,"moderate",3,9
36045791,248976592,9,22,1,2,342,1,1125,1,1,"moderate",99,10
36046986,271116118,7,2,3,1,5873,1,10,1,1,"flexible",0,NA
36050957,270653599,6,2,3,2,793,2,1125,1,1,"strict_14_with_grace_period",33,10
36056737,170671567,6,15,1,4,2265,1,31,2,3,"moderate",44,10
36060896,235046008,6,2,3,2,479,1,1125,1,1,"moderate",38,10
