"id","host_id","neighbourhood","property_type","room_type","accommodates","price","minimum_nights","maximum_nights","bedrooms","beds","cancellation_policy","number_of_reviews","review_scores_accuracy"
40263278,310999632,5,2,1,2,496,5,90,1,1,"moderate",0,NA
40264498,182269404,1,29,3,1,563,2,31,1,1,"flexible",0,NA
40264681,106927052,1,2,3,1,296,2,1125,0,1,"flexible",3,10
40265054,311027344,6,2,1,4,906,3,24,2,3,"moderate",5,10
40265517,126110700,11,2,1,3,1494,2,28,2,4,"moderate",1,10
40266866,120939049,14,29,1,2,405,1,32,1,2,"strict_14_with_grace_period",12,9
40266973,311046394,6,2,1,4,699,2,70,2,3,"strict_14_with_grace_period",1,6
40267395,182269404,6,29,3,1,570,2,31,1,1,"flexible",0,NA
40267555,152271530,3,29,1,2,657,3,1125,1,1,"flexible",7,10
40269217,310905307,6,35,1,7,992,2,1125,3,4,"moderate",2,10
40278654,43079918,4,29,1,3,747,1,10,1,2,"flexible",25,10
40278948,4363945,6,2,1,2,702,1,1125,1,1,"strict_14_with_grace_period",1,NA
40280806,7365,6,2,1,2,453,3,1125,1,1,"moderate",21,10
40282291,17486785,6,2,1,4,902,16,17,2,3,"moderate",0,NA
40282729,64636986,4,26,3,4,634,1,1125,1,2,"moderate",2,10
40282747,64636986,4,26,4,2,543,1,1125,1,3,"moderate",1,10
40282982,265006148,6,2,3,1,249,2,1125,0,1,"moderate",4,10
40283394,310892777,6,26,3,2,294,3,15,1,1,"moderate",2,10
40283773,27841247,11,2,1,6,1494,1,1125,2,3,"flexible",4,10
40284280,175148675,6,2,3,2,951,3,30,1,1,"moderate",0,NA
40284362,10371746,1,2,1,4,883,3,180,2,3,"moderate",16,10
40285314,311195732,3,2,1,2,519,2,1125,1,1,"moderate",3,10
40285650,310892777,6,26,3,2,272,7,30,1,NA,"moderate",0,NA
40285868,311199920,3,2,3,2,204,30,30,1,1,"moderate",0,NA
40285987,52402375,11,2,1,3,725,2,1125,1,0,"strict_14_with_grace_period",11,10
40286296,256530937,6,29,3,2,521,1,30,1,1,"strict_14_with_grace_period",0,NA
40287333,277967372,6,2,3,2,547,1,1125,1,1,"moderate",4,10
40288194,287118108,16,26,3,2,294,3,1125,1,1,"flexible",1,10
40288488,143799972,11,2,3,2,679,1,8,1,1,"flexible",7,10
40288489,311225259,9,2,1,8,605,1,365,2,4,"flexible",16,10
40289087,159845155,4,2,3,2,248,1,1125,1,1,"flexible",2,10
40289116,36570178,11,2,1,2,498,3,30,1,1,"strict_14_with_grace_period",6,10
40289347,269272131,6,2,1,4,1253,1,1125,1,2,"flexible",2,10
40289579,308777964,8,2,1,5,675,1,365,3,4,"strict_14_with_grace_period",11,10
40291202,122920296,1,2,1,10,2038,2,360,4,7,"flexible",9,10
40291629,106927052,1,2,3,1,205,2,1125,0,1,"flexible",2,10
40291717,311267907,3,2,3,2,702,4,31,1,NA,"flexible",0,NA
40299941,159845155,4,2,3,2,248,1,1125,1,2,"flexible",1,10
40302596,52769924,11,2,1,6,340,1,30,2,3,"moderate",23,10
40303172,311366195,3,2,1,6,793,2,1125,2,3,"moderate",6,8
40303686,17686659,6,2,3,1,453,2,1125,1,1,"moderate",4,10
40305716,311391010,15,26,3,3,453,1,1125,1,1,"flexible",8,10
40306435,302539335,3,6,3,2,1789,1,365,1,0,"moderate",0,NA
40306547,65984985,7,26,3,2,293,1,14,1,1,"flexible",0,NA
40306984,307320052,1,22,1,2,1260,1,1125,1,1,"moderate",0,NA
40307166,302539335,3,6,3,2,1789,1,365,1,0,"moderate",0,NA
40307486,83388258,1,2,1,2,1193,3,1125,1,1,"moderate",2,10
40307949,302539335,3,6,3,2,1789,1,365,1,0,"moderate",0,NA
40308040,302539335,3,6,3,2,1789,1,365,1,0,"moderate",0,NA
40308112,302539335,3,6,3,2,1789,1,365,1,0,"moderate",0,NA
40309675,257853661,5,29,1,4,1404,1,1125,1,1,"moderate",22,10
40310005,305170469,4,26,3,2,498,2,14,1,2,"flexible",0,NA
40310063,163040667,6,2,1,6,1019,5,90,3,4,"flexible",0,NA
40311572,258002535,6,2,1,6,883,1,20,2,3,"strict_14_with_grace_period",13,10
40311712,305170469,4,26,3,2,453,2,14,1,1,"flexible",0,NA
40324924,311607327,3,26,3,2,294,2,29,1,NA,"flexible",1,8
40324956,8363325,4,2,3,1,203,1,30,1,1,"moderate",0,NA
40325423,8363325,4,2,1,4,270,1,30,3,4,"moderate",8,10
40325647,8363325,4,2,3,1,270,1,30,1,1,"moderate",1,10
40326137,308329422,6,2,3,2,501,2,1125,0,1,"flexible",0,NA
40326518,308329422,6,2,3,2,410,2,1125,0,1,"flexible",0,NA
40326607,308329422,6,2,3,2,340,2,1125,0,1,"flexible",0,NA
40326863,61272523,6,2,1,3,929,2,18,2,2,"moderate",1,10
40327468,153535365,6,2,1,2,589,2,31,1,1,"strict_14_with_grace_period",6,8
40328337,311461061,15,26,3,2,315,1,3,1,2,"strict_14_with_grace_period",22,10
40328438,150041649,6,15,3,2,543,2,6,1,1,"flexible",0,NA
40328491,210909978,6,2,3,2,408,2,1125,1,0,"flexible",0,NA
40329012,77784002,16,2,3,2,360,1,1125,1,1,"flexible",2,10
40329814,261857354,6,2,1,5,3171,1,1125,2,3,"strict_14_with_grace_period",14,10
40330745,254403559,4,2,3,1,294,1,1125,1,NA,"flexible",3,10
40330910,310905307,6,26,3,13,340,2,1125,4,8,"moderate",5,10
40332097,31069469,3,26,3,3,249,1,30,1,1,"flexible",32,10
40332169,167738537,7,29,1,1,296,2,1125,1,1,"flexible",1,6
40332386,299734666,7,22,3,1,225,1,1125,1,1,"flexible",7,10
40339392,279807299,6,15,1,10,1494,1,1125,3,4,"strict_14_with_grace_period",17,10
40340314,123727227,6,34,3,3,634,2,1125,2,2,"flexible",2,6
40341146,86900055,3,2,3,2,702,1,5,1,2,"moderate",0,NA
40343720,15108034,4,22,3,2,1200,2,1125,1,1,"flexible",1,10
40344214,304941990,8,34,3,2,249,1,1125,0,1,"flexible",0,NA
40344720,170632640,6,2,1,3,2932,3,1125,2,1,"flexible",1,10
40345390,232929783,4,26,3,2,225,1,1125,1,1,"moderate",2,10
40346383,304359573,11,2,3,2,611,1,30,1,1,"flexible",0,NA
40346394,12664657,6,2,3,2,476,1,1125,1,1,"flexible",1,NA
40346418,51272795,6,2,1,4,4528,1,1125,2,2,"flexible",0,NA
40347492,311820830,7,2,1,2,630,4,1125,1,2,"moderate",13,10
40348052,74546647,4,15,1,5,980,2,1125,2,2,"moderate",1,10
40348251,141732083,6,15,3,2,249,15,60,1,2,"flexible",0,NA
40349449,230954291,4,15,3,2,408,2,1125,1,1,"moderate",15,10
40350045,107909232,3,2,1,2,408,3,1125,1,1,"flexible",3,10
40352180,230109175,1,2,3,4,495,1,1125,2,2,"moderate",2,9
40352393,222751061,6,2,3,2,383,2,5,1,1,"moderate",37,10
40352758,96233968,6,2,1,5,2007,2,1125,2,2,"strict_14_with_grace_period",8,10
40353002,28716786,11,2,3,2,912,6,1125,1,1,"strict_14_with_grace_period",3,10
40353028,69086358,11,2,1,4,1992,2,1125,2,3,"flexible",2,10
40353062,311905757,4,2,3,16,362,1,1125,1,1,"strict_14_with_grace_period",0,NA
40363571,179233262,6,2,1,5,906,1,1125,2,3,"moderate",13,10
40364992,3919211,6,2,1,4,1313,2,1125,1,2,"flexible",9,10
40365345,255422087,3,26,4,2,204,1,1125,1,2,"flexible",0,NA
40365854,156085152,6,2,1,2,1993,1,1125,1,1,"flexible",0,NA
40366032,121408851,3,22,3,2,498,1,1125,1,0,"flexible",1,10
40366853,279270113,1,23,3,1,293,1,1125,0,1,"flexible",0,NA
40366971,247081994,3,26,1,14,498,2,1125,4,4,"flexible",0,NA
40367308,247081994,3,26,1,14,498,2,1125,4,5,"flexible",2,9
40367494,247081994,3,26,1,13,501,2,1125,4,5,"flexible",0,NA
40368013,151826441,11,2,1,5,1404,1,1125,2,3,"flexible",2,10
40369198,247081994,3,26,3,16,1800,2,1125,4,4,"flexible",2,9
40370728,250576895,14,2,1,8,1733,3,30,8,25,"flexible",0,NA
40371969,312050625,6,2,1,3,1291,2,1125,1,1,"moderate",12,10
40374521,67744437,6,2,1,6,1608,3,1125,3,4,"moderate",2,10
40376832,73194914,3,2,1,3,775,2,90,2,2,"flexible",4,10
40377182,312050625,6,2,1,3,1291,2,31,1,1,"moderate",10,10
40377411,275910232,4,26,3,2,996,1,1125,1,1,"flexible",0,NA
40377606,249220399,6,2,1,4,498,1,90,0,2,"flexible",19,10
40377621,275910232,4,26,3,2,1200,1,1125,1,1,"flexible",0,NA
40377646,156481146,7,2,3,1,225,3,30,1,1,"moderate",2,10
40377854,311905757,4,2,3,2,430,1,1125,1,1,"moderate",0,NA
40378257,311905757,4,2,3,3,883,1,1125,1,3,"moderate",0,NA
40378310,99554066,3,2,3,2,498,2,1125,1,1,"flexible",0,NA
40379037,311905757,4,2,3,4,1048,1,1125,1,3,"strict_14_with_grace_period",0,NA
40379072,67082340,11,2,3,2,498,1,1125,0,1,"flexible",0,NA
40379623,16678556,6,2,1,5,3171,4,1125,2,3,"moderate",0,NA
40380539,43301845,11,2,1,8,7994,2,1125,4,6,"flexible",0,NA
40381635,279807299,6,15,3,2,611,1,1125,1,1,"flexible",1,10
40382152,309418028,3,2,3,2,226,1,5,1,1,"flexible",2,10
40382610,309418028,3,2,3,1,228,1,5,1,1,"flexible",1,10
40383282,292462755,3,2,3,2,752,1,1125,1,1,"moderate",0,NA
40383821,309418028,3,2,3,2,226,1,5,1,1,"flexible",2,10
40383932,156085152,5,2,1,3,798,3,1125,1,2,"strict_14_with_grace_period",4,10
40384236,309418028,3,2,3,2,249,1,5,1,1,"flexible",5,10
40384812,309418028,3,2,3,4,296,1,5,1,2,"flexible",2,10
40392780,100266538,6,15,1,4,1132,1,20,2,1,"flexible",3,10
40396170,86719656,15,26,3,1,293,1,2,1,1,"moderate",56,10
40396234,137923533,4,2,1,6,1035,2,1125,2,4,"strict_14_with_grace_period",5,10
40397628,307920615,14,33,1,2,1185,1,1125,1,1,"flexible",1,10
40398244,120279520,14,26,3,3,495,2,1125,1,1,"flexible",0,NA
40398588,302256052,6,15,1,3,1246,1,100,2,3,"flexible",15,10
40398641,122134278,1,22,1,2,996,2,1125,1,2,"moderate",6,10
40399442,2828980,6,2,1,2,902,2,32,1,1,"strict_14_with_grace_period",13,9
40399486,32790015,6,2,1,4,1109,2,1125,2,2,"flexible",1,10
40399669,105329234,6,2,3,2,453,2,31,1,1,"moderate",0,NA
40400365,66914532,6,2,1,2,1744,5,1125,1,2,"strict_14_with_grace_period",0,NA
40400703,27841247,11,2,1,4,1743,1,1125,2,2,"moderate",2,10
40400927,278337375,9,22,1,4,702,1,1125,1,3,"moderate",5,10
40401534,307920615,4,33,1,4,1373,1,1125,0,0,"flexible",0,NA
40401542,307920615,4,33,1,2,1373,1,1125,1,1,"flexible",0,NA
40402009,99545473,11,2,3,2,385,2,28,1,NA,"moderate",0,NA
40402312,20287534,6,2,1,2,951,2,7,1,1,"moderate",8,10
40402487,312418460,5,2,1,3,1789,2,60,2,1,"flexible",0,NA
40402547,312419456,11,2,1,6,2491,7,1125,3,3,"moderate",0,NA
40402627,307920615,4,33,1,4,1665,1,1125,2,3,"flexible",2,10
40402805,307920615,4,33,1,4,1665,1,1125,1,2,"flexible",2,10
40402902,307920615,4,33,1,2,1485,1,1125,1,1,"moderate",1,10
40404628,182933098,6,2,1,7,996,3,60,2,5,"flexible",13,10
40404751,154230693,6,2,1,4,1314,1,366,2,2,"moderate",0,NA
40404918,312101489,3,2,1,6,883,2,90,2,2,"flexible",28,10
40405113,3675629,11,2,1,7,2264,2,180,3,3,"flexible",0,NA
40406114,262844118,3,2,3,2,453,1,1125,1,1,"flexible",13,10
40406378,262680372,6,2,1,4,1699,1,1125,0,2,"flexible",0,NA
40406871,264075577,3,2,4,2,1494,1,1125,1,0,"flexible",0,NA
40407282,267943691,6,2,3,2,385,1,60,1,1,"flexible",38,10
40407791,299073470,1,2,1,4,990,1,90,2,3,"moderate",21,10
40408625,312479274,4,2,1,4,698,3,60,2,2,"moderate",6,10
40418683,86210386,6,2,3,2,294,4,89,1,2,"moderate",0,NA
40419109,165528303,6,2,1,7,1200,1,1125,2,5,"flexible",34,9
40420996,121127324,6,2,3,2,611,1,1125,1,1,"flexible",18,10
40421089,266344710,14,2,1,5,543,1,28,2,5,"flexible",3,10
40421199,24983883,6,2,3,2,453,5,60,1,1,"flexible",0,NA
40421253,124628361,3,2,3,1,430,1,1125,0,1,"flexible",1,10
40421506,179800202,11,35,1,5,1811,2,10,3,3,"moderate",4,9
40422714,53731801,3,15,1,2,586,7,30,1,1,"moderate",1,10
40423342,267457206,11,2,1,4,1308,2,1125,2,2,"moderate",6,10
40425341,110497249,14,2,1,8,2993,1,1125,3,4,"flexible",0,NA
40426713,267457206,11,2,3,2,543,2,1125,1,1,"moderate",9,10
40426760,2120750,6,2,3,2,453,1,28,1,1,"flexible",28,10
40426882,1270130,7,2,1,3,204,1,1125,1,1,"moderate",0,NA
40426897,95040826,2,2,3,1,296,5,1125,1,NA,"flexible",0,NA
40426931,250879447,3,2,1,2,385,1,1125,1,2,"flexible",9,10
40428309,2120750,6,2,3,2,453,1,28,1,1,"flexible",20,10
40428412,312607139,6,2,3,2,1200,2,1125,1,1,"flexible",0,NA
40428653,85943501,4,15,3,1,249,1,1125,1,1,"flexible",18,10
40428828,169207335,11,15,3,2,843,1,1125,1,NA,"flexible",1,10
40428876,312237462,6,2,1,4,2197,2,30,2,3,"flexible",8,10
40432139,23382111,6,2,1,3,860,1,1125,0,2,"flexible",6,10
40433284,312741885,3,2,1,7,1390,1,1125,3,3,"moderate",5,10
40443449,192498254,6,29,3,2,996,1,1125,1,1,"flexible",0,NA
40443736,233691395,5,2,1,5,2038,3,60,2,3,"moderate",4,10
40444993,212654972,11,2,3,1,340,1,30,0,1,"flexible",4,10
40445655,748399,11,26,1,7,7245,2,21,4,5,"moderate",2,10
40448132,312901810,6,29,1,2,996,2,1125,0,1,"moderate",8,10
40449356,113570194,3,22,3,2,340,5,30,1,1,"flexible",2,10
40449992,52448004,5,2,1,2,661,5,90,1,1,"flexible",4,10
40450240,3396743,6,2,3,2,498,3,30,2,1,"strict_14_with_grace_period",2,10
40451156,298375109,15,26,3,4,387,1,1125,2,2,"strict_14_with_grace_period",3,9
40451200,308933158,9,22,1,2,387,1,40,1,2,"moderate",41,10
40451628,69097003,11,2,1,3,1305,1,1125,1,1,"moderate",3,9
40452440,312954231,3,15,1,4,1494,15,1125,1,2,"flexible",0,NA
40456288,117005984,6,2,3,5,453,1,1125,1,2,"flexible",10,9
40457854,230954291,4,15,3,2,315,2,1125,1,2,"moderate",7,10
40464530,286186079,8,2,3,6,270,1,90,1,3,"flexible",1,10
40465184,286186079,8,2,3,6,270,1,90,1,3,"flexible",1,10
40465409,286186079,8,2,3,4,408,1,1125,1,2,"flexible",0,NA
40465553,286186079,8,2,3,8,270,1,90,1,4,"flexible",1,10
40466266,313086070,6,26,3,2,906,1,101,1,1,"moderate",1,10
40467120,145059491,6,2,1,4,996,2,30,2,2,"moderate",3,10
40467258,15693949,6,2,1,4,1132,1,1125,1,2,"moderate",8,10
40467866,313104571,11,26,3,3,408,1,1125,1,2,"moderate",1,10
40468666,20532421,1,2,3,1,456,7,70,1,1,"moderate",0,NA
40469300,1841169,6,2,3,3,1585,2,365,NA,NA,"flexible",0,NA
40470252,117005984,6,2,3,2,476,1,1125,1,1,"flexible",14,9
40471186,212654972,11,2,3,2,657,1,1125,0,1,"flexible",4,10
40471559,313176269,1,2,3,2,226,1,4,1,1,"flexible",0,NA
40472833,82508857,15,26,3,2,583,1,1125,0,0,"flexible",3,7
40472848,313216534,6,2,3,2,408,2,1125,1,1,"flexible",6,10
40473766,296188960,6,2,1,1,498,3,1125,1,1,"flexible",5,10
40474620,129481878,11,26,1,2,1553,2,1125,1,1,"flexible",1,10
40474763,254354440,4,26,1,2,1105,3,120,1,2,"flexible",6,10
40474931,302157861,4,22,1,2,473,15,1125,NA,1,"flexible",5,9
40475153,80562800,3,29,1,2,521,2,31,1,1,"moderate",3,10
40480987,228182344,6,2,1,4,861,2,1125,1,2,"moderate",17,9
40482603,267937723,3,2,4,1,586,1,1125,1,2,"moderate",1,10
40483688,242698432,3,2,1,6,1404,1,1125,3,3,"moderate",1,10
40484735,230514702,6,2,1,4,1993,2,1125,2,2,"moderate",10,9
40485876,313379318,1,2,4,2,1504,3,90,1,2,"flexible",0,NA
40487389,151580830,6,2,3,2,541,2,1125,1,1,"flexible",0,NA
40487571,313392431,4,2,1,3,792,2,15,1,2,"strict_14_with_grace_period",7,10
40487829,57270548,3,26,3,4,385,2,1125,1,1,"strict_14_with_grace_period",1,10
40488162,75277217,3,2,3,1,272,1,365,1,0,"moderate",2,9
40490810,267937723,3,2,3,2,1132,1,1125,1,1,"moderate",0,NA
40491024,267937723,3,2,3,1,679,1,1125,1,1,"moderate",1,10
40491650,108728752,2,22,3,2,270,1,1125,1,1,"flexible",5,8
40492415,20030198,6,2,1,2,1880,5,1125,1,1,"flexible",11,9
40492819,313456711,6,2,1,2,1924,2,1125,1,1,"flexible",1,10
40493164,308588503,11,2,3,2,498,3,1125,1,2,"strict_14_with_grace_period",0,NA
40493696,221605956,3,2,3,4,543,1,1125,1,4,"moderate",12,10
40499421,82508857,15,26,3,2,585,1,1125,0,NA,"flexible",1,10
40504361,7424741,3,29,3,2,902,3,1125,1,1,"moderate",0,NA
40504840,1428192,6,2,3,2,747,2,15,1,1,"moderate",0,NA
40506020,249987236,14,26,3,2,473,1,1125,1,0,"flexible",0,NA
40506118,33828926,1,26,3,2,294,2,1125,1,1,"flexible",7,10
40506379,156632464,11,15,1,4,3260,1,365,2,2,"moderate",25,10
40506439,33828926,1,26,3,2,294,2,1125,1,1,"flexible",1,8
40508010,9557015,6,2,1,2,996,1,180,1,1,"moderate",9,10
40509258,190283296,5,26,3,1,225,1,29,1,1,"flexible",0,NA
40509758,313616422,6,15,3,2,273,1,29,1,1,"moderate",3,10
40511903,262976823,6,2,1,5,1200,2,90,2,2,"flexible",8,10
40512031,130500890,11,15,1,5,906,1,1125,1,3,"flexible",2,10
40512638,286186079,8,29,1,16,2025,1,1125,2,10,"flexible",2,10
40513705,187855337,6,2,1,5,1245,1,1125,2,2,"flexible",24,10
40514002,76168430,11,2,3,2,430,3,30,1,1,"moderate",5,10
40514954,16678556,6,2,1,5,3157,4,1125,2,NA,"moderate",0,NA
40515411,88295079,8,2,1,4,653,2,1125,2,2,"flexible",12,10
40515753,113912748,11,2,1,5,974,1,1125,2,2,"flexible",20,9
40515835,276607173,6,2,1,5,26730,1,1125,3,3,"flexible",10,10
40515922,295008544,6,2,3,2,408,1,1125,1,1,"strict_14_with_grace_period",8,8
40517415,169618843,6,2,3,1,294,1,1125,1,1,"moderate",0,NA
40523771,227194151,14,26,3,1,248,3,1125,1,2,"flexible",0,NA
40524725,135894880,5,15,1,5,1427,2,1125,2,2,"moderate",5,10
40526593,58525030,3,2,1,4,1404,1,1125,2,3,"moderate",1,10
40527416,212654972,11,2,3,1,340,1,1125,0,1,"flexible",2,10
40528196,95787057,6,2,3,2,319,1,365,1,2,"moderate",12,9
40528965,44720559,6,2,1,2,706,1,1125,1,1,"moderate",37,10
40529134,190583759,3,15,1,4,702,3,1125,2,2,"moderate",0,NA
40529787,17244074,11,2,3,2,1132,2,15,1,1,"strict_14_with_grace_period",1,10
40529833,10100051,4,22,1,2,544,5,1125,1,0,"moderate",1,8
40530420,117680298,3,15,1,1,249,15,25,0,NA,"flexible",0,NA
40531415,283034679,1,2,1,5,1058,3,1125,2,3,"flexible",0,NA
40531700,243106933,6,2,3,2,317,1,1125,1,1,"flexible",6,9
40532219,245399175,3,2,3,2,498,1,1125,1,NA,"moderate",2,10
40532942,302431514,6,2,1,2,996,2,1125,1,1,"flexible",5,10
40534301,96211594,6,2,3,2,792,1,365,1,1,"moderate",7,10
40534827,234111795,6,2,3,2,906,1,1125,1,0,"flexible",2,10
40535183,313855043,7,2,1,4,450,2,1125,1,1,"strict_14_with_grace_period",12,10
40535396,31252981,3,2,3,2,293,1,10,1,1,"flexible",2,8
40535509,96211594,6,2,3,4,1398,1,365,1,2,"moderate",8,10
40535720,96211594,6,2,3,4,947,1,365,1,2,"moderate",9,10
40536272,313909878,11,2,1,4,1664,2,182,1,1,"moderate",1,10
40536711,312882959,3,2,1,2,570,2,200,1,1,"moderate",15,10
40537165,51773399,5,29,1,4,1268,1,1125,1,1,"moderate",8,10
40537505,69097003,11,26,3,1,495,1,1125,1,1,"moderate",0,NA
40537660,51513193,6,2,3,2,385,1,1125,1,1,"strict_14_with_grace_period",9,10
40537945,102401403,3,15,3,1,226,2,1125,1,1,"moderate",3,10
40538412,14686608,6,2,1,4,2197,3,1125,2,2,"moderate",0,NA
40538597,279807299,6,15,3,2,453,1,1125,1,1,"moderate",0,NA
40538683,9727716,6,2,1,2,1449,7,90,1,1,"strict_14_with_grace_period",1,10
40538734,236417017,3,15,3,1,3781,1,1125,1,1,"moderate",0,NA
40539551,15184798,3,2,3,1,228,1,1125,1,1,"flexible",8,10
40539638,279807299,6,15,3,2,453,1,1125,1,1,"flexible",0,NA
40539769,314028766,9,2,1,4,968,1,1125,2,2,"moderate",3,10
40540039,286186079,8,2,1,16,2768,1,1125,5,14,"flexible",1,6
40541069,23534726,6,2,1,2,747,3,1125,1,1,"strict_14_with_grace_period",13,10
40541491,121364173,3,2,1,4,889,3,1125,2,3,"moderate",2,10
40541923,65155381,6,2,1,4,1495,1,300,2,2,"strict_14_with_grace_period",5,10
40541990,280717691,1,2,1,5,793,2,30,2,3,"moderate",6,10
40542333,230845971,11,2,1,2,1109,4,1125,1,1,"strict_14_with_grace_period",3,10
40542469,314059182,15,2,1,7,248,1,7,3,4,"moderate",1,10
40552463,42700394,3,2,1,4,793,3,1000,2,2,"moderate",1,10
40552557,198283087,14,2,1,2,383,2,1125,1,1,"flexible",3,9
40553949,3919211,3,2,1,6,1019,30,1125,2,4,"flexible",1,10
40555878,141329460,4,2,1,5,1103,1,1125,2,3,"strict_14_with_grace_period",27,10
40556369,131712241,6,2,1,4,589,2,1125,2,2,"flexible",18,9
40558528,152036552,11,2,1,5,1109,3,1125,2,3,"flexible",3,9
40560074,16774319,6,2,3,4,451,2,1125,1,2,"moderate",2,10
40560171,267688490,6,2,1,4,498,1,1125,1,2,"strict_14_with_grace_period",2,6
40562264,314245820,3,2,1,3,906,2,17,1,1,"moderate",0,NA
40562833,16774319,6,2,3,4,453,2,1125,1,3,"moderate",2,10
40563518,145601938,11,2,1,4,4529,1,1125,2,2,"flexible",0,NA
40563762,67352265,4,15,1,6,1902,2,30,2,2,"strict_14_with_grace_period",3,7
40564874,6485794,6,2,3,2,793,1,30,1,1,"moderate",6,10
40564919,355243,4,29,1,2,679,2,100,1,2,"strict_14_with_grace_period",9,10
40565520,161334527,4,2,1,6,706,2,1125,2,4,"strict_14_with_grace_period",13,9
40565737,314026484,11,2,3,2,474,2,1125,1,1,"flexible",2,10
40566146,277955645,6,2,1,6,1223,1,1125,2,2,"flexible",14,10
40568121,261857354,6,2,1,6,4529,1,1125,2,3,"strict_14_with_grace_period",10,10
40568214,227316758,1,15,3,3,860,3,1125,2,3,"moderate",4,10
40568354,139145361,11,2,3,1,968,2,15,1,1,"strict_14_with_grace_period",3,10
40568410,19814681,3,2,3,1,408,1,3,1,1,"strict_14_with_grace_period",2,10
40569097,170671096,6,2,3,1,294,2,17,1,1,"strict_14_with_grace_period",21,10
40570075,27737602,6,2,3,2,501,1,1125,1,1,"flexible",1,10
40570173,261857354,6,2,1,3,3171,1,1125,1,1,"strict_14_with_grace_period",5,9
40570665,8158860,3,2,1,2,570,28,90,1,1,"moderate",2,10
40570892,261857354,6,2,1,4,3383,1,1125,1,3,"strict_14_with_grace_period",4,10
40573592,234044725,3,2,3,2,453,1,1125,0,1,"flexible",0,NA
40578800,180392402,4,15,3,1,249,1,30,1,1,"moderate",1,10
40579513,34742877,6,2,1,4,1150,2,7,2,2,"flexible",2,10
40585230,17010623,3,2,1,2,679,2,1125,1,1,"moderate",9,10
40587201,183961571,3,2,3,2,317,2,1125,1,1,"moderate",2,10
40587697,314492551,4,6,3,10,5502,1,1125,5,5,"strict_14_with_grace_period",1,10
40587854,38507052,6,2,3,1,340,2,1125,1,1,"moderate",4,10
40588573,257647241,3,15,1,2,820,1,1125,1,1,"flexible",3,10
40588902,261857354,6,2,1,4,3171,1,1125,1,2,"strict_14_with_grace_period",5,10
40588999,57029059,6,2,1,4,747,15,120,2,2,"strict_14_with_grace_period",1,10
40589726,91265490,11,29,1,3,792,1,1125,0,2,"flexible",14,9
40590012,314502422,11,2,1,3,1404,3,1125,1,1,"flexible",1,10
40590345,91265490,11,29,1,3,860,1,1125,0,2,"flexible",21,10
40590721,314516581,6,2,1,4,1358,2,1125,1,2,"flexible",1,10
40591131,105255944,11,2,1,4,1087,2,1125,2,2,"moderate",11,10
40591213,314492551,4,6,3,2,1494,1,1125,1,1,"moderate",0,NA
40592055,137406777,4,2,3,1,203,1,1125,1,1,"moderate",2,10
40592454,274540725,1,26,3,1,405,2,7,1,1,"flexible",0,NA
40593334,91265490,6,2,1,7,2491,1,1125,2,3,"flexible",7,9
40593501,91265490,6,29,1,4,1087,1,1125,0,2,"flexible",35,10
40593658,306015398,3,2,3,1,249,2,19,1,0,"flexible",0,NA
40593677,91265490,6,2,1,5,1291,1,1125,2,2,"flexible",16,10
40593816,91265490,6,2,1,5,1291,1,1125,2,2,"flexible",18,9
40593942,91265490,6,29,1,5,1291,1,1125,0,2,"flexible",23,10
40594064,91265490,6,29,1,4,1083,1,1125,0,2,"flexible",22,10
40594543,198471653,6,2,1,7,1699,2,1125,2,4,"strict_14_with_grace_period",9,10
40594859,122920296,6,2,1,5,1019,2,360,2,3,"strict_14_with_grace_period",8,9
40595297,99815248,6,2,1,5,1291,2,1125,2,2,"flexible",10,10
40596810,267937723,3,2,1,3,1331,1,1125,3,4,"moderate",2,10
40597082,42413159,3,2,3,1,273,2,1125,1,1,"strict_14_with_grace_period",1,10
40597911,75593889,3,26,3,1,249,3,1125,0,2,"flexible",0,NA
40608959,14128732,6,2,3,2,589,3,35,1,1,"flexible",0,NA
40609310,69097003,11,26,3,1,473,1,1125,1,1,"moderate",3,10
40610520,39368584,5,15,1,6,2552,7,1125,3,3,"strict_14_with_grace_period",0,NA
40610617,294161258,6,2,1,4,362,1,1125,1,1,"strict_14_with_grace_period",2,10
40612392,355243,4,29,1,2,498,2,100,1,1,"strict_14_with_grace_period",7,10
40612521,10256054,6,26,3,1,589,3,20,1,1,"strict_14_with_grace_period",2,10
40613335,314694525,6,2,1,2,2491,1,1125,2,2,"flexible",0,NA
40614487,314683572,11,26,3,2,543,1,1125,1,1,"flexible",15,10
40615188,238777540,6,2,1,7,1601,1,1125,3,6,"flexible",12,8
40615831,314470403,1,2,3,1,272,1,1125,1,1,"flexible",4,9
40616283,157977827,4,2,3,2,204,1,1125,1,1,"flexible",2,10
40616338,57029059,6,2,3,1,294,2,1125,1,2,"flexible",0,NA
40616429,27215085,11,26,3,2,430,3,1125,1,1,"strict_14_with_grace_period",3,9
40617707,238777540,6,2,1,5,1924,1,1125,2,2,"flexible",11,9
40617967,314756823,6,2,1,7,996,1,1125,3,5,"flexible",12,10
40618543,53361285,11,2,1,3,1517,1,1125,1,1,"moderate",5,8
40619305,314683572,11,26,3,2,657,1,1125,1,1,"flexible",4,10
40619878,314683572,6,29,1,4,1110,1,1125,1,2,"flexible",18,9
40621161,279030987,6,2,3,2,453,1,1125,1,1,"moderate",10,10
